Date,Close
2023-01-01,102.48357076505616
2023-01-02,99.30867849414408
2023-01-03,103.23844269050346
2023-01-04,107.61514928204012
2023-01-05,98.82923312638331
2023-01-06,98.8293152152541
2023-01-07,107.89606407753696
2023-01-08,103.83717364576455
2023-01-09,97.65262807032524
2023-01-10,102.71280021792982
2023-01-11,97.68291153593769
2023-01-12,97.67135123214871
2023-01-13,101.20981135783018
2023-01-14,90.43359877671101
2023-01-15,91.37541083743484
2023-01-16,97.18856235379513
2023-01-17,94.93584439832789
2023-01-18,101.57123666297637
2023-01-19,95.45987962239394
2023-01-20,92.93848149332354
2023-01-21,107.32824384460777
2023-01-22,98.87111849756732
2023-01-23,100.33764102343962
2023-01-24,92.87625906893271
2023-01-25,97.27808637737408
2023-01-26,100.55461294854933
2023-01-27,94.24503211288848
2023-01-28,101.87849009172837
2023-01-29,96.99680655040598
2023-01-30,98.54153125103362
2023-01-31,96.99146693885301
2023-02-01,109.26139092254469
2023-02-02,99.93251387631032
2023-02-03,94.71144535522049
2023-02-04,104.11272456051594
2023-02-05,93.89578175014489
2023-02-06,101.04431797502377
2023-02-07,90.20164938060113
2023-02-08,93.35906975550785
2023-02-09,100.98430617934562
2023-02-10,103.69233289997705
2023-02-11,100.85684140594985
2023-02-12,99.4217585880588
2023-02-13,98.49448152205356
2023-02-14,92.60739004816287
2023-02-15,96.40077895802645
2023-02-16,97.69680614520107
2023-02-17,105.28561113109458
2023-02-18,101.71809144784231
2023-02-19,91.18479922318633
2023-02-20,101.62041984697397
2023-02-21,98.07458859791842
2023-02-22,96.6153899984702
2023-02-23,103.05838144420434
2023-02-24,105.15499761247976
2023-02-25,104.65640059558099
2023-02-26,95.80391238388681
2023-02-27,98.45393812074393
2023-02-28,101.65631715701782
2023-03-01,104.8777256356118
2023-03-02,97.60412881077355
2023-03-03,99.07170511668092
2023-03-04,94.46832512996986
2023-03-05,94.01896687959665
2023-03-06,104.06262911197099
2023-03-07,106.78120014285412
2023-03-08,99.63994939209833
2023-03-09,105.01766448946012
2023-03-10,101.80818012523817
2023-03-11,96.77440122697438
2023-03-12,101.80697802754207
2023-03-13,107.69018283232984
2023-03-14,99.82086980445024
2023-03-15,107.82321827907003
2023-03-16,86.90127447955128
2023-03-17,104.10951252187611
2023-03-18,100.43523534119086
2023-03-19,98.50496324767066
2023-03-20,100.45880388267751
2023-03-21,90.06215542699553
2023-03-22,98.90164056081244
2023-03-23,101.78556285755873
2023-03-24,107.38947022370758
2023-03-25,97.40864890863176
2023-03-26,95.95753198553406
2023-03-27,97.49121478207732
2023-03-28,104.57701058851038
2023-03-29,101.64375554829843
2023-03-30,97.3511989811648
2023-03-31,102.56633716556678
2023-04-01,100.4853877467402
2023-04-02,104.84322495266444
2023-04-03,96.48973453061323
2023-04-04,98.36168926701116
2023-04-05,98.0394592343392
2023-04-06,92.68242525933941
2023-04-07,101.48060138532288
2023-04-08,101.30527636089944
2023-04-09,100.02556728321231
2023-04-10,98.82706433312427
